request_id,request_text,blood_group,city,units_needed,response_hours,urgency_label
REQ-2529,Dengue fever patient needs B+ platelets urgently.,B+,Rawalpindi,3,16.53,medium
REQ-2530,CODE RED at Holy Family — B+ O- NEEDED NOW OR PATIENT DIES.,B+,Islamabad,6,0.45,critical
REQ-2531,Gunshot wound patient in ICU. Needs A+ emergency transfusion!,A+,Rawalpindi,3,5.87,urgent
REQ-2532,URGENT: Accident victim at PIMS needs A+ blood immediately!,A+,Rawalpindi,3,3.81,urgent
REQ-2533,Cancer patient undergoing chemo needs A+ blood ASAP.,A+,Rawalpindi,2,7.32,medium
REQ-2534,CODE RED at Holy Family — B+ O- NEEDED NOW OR PATIENT DIES.,B+,Rawalpindi,6,0.88,critical
REQ-2535,Liver disease patient requires O+ transfusion within hours.,O+,Islamabad,4,9.94,medium
REQ-2536,Patient scheduled for elective surgery next week needs A+ blood.,A+,Rawalpindi,3,42.75,low
REQ-2537,Liver disease patient requires B- transfusion within hours.,B-,Rawalpindi,4,19.47,medium
REQ-2538,Multi-organ failure: O+ needed IN THE NEXT HOUR.,O+,Islamabad,3,3.34,urgent
REQ-2539,"Minor procedure planned, looking for B+ donors.",B+,Rawalpindi,1,41.36,low
REQ-2540,"Patient admitted with B+ blood shortage, transfusion needed today.",B+,Rawalpindi,3,7.86,medium
REQ-2541,CRITICAL LIFE OR DEATH: Patient on ventilator needs A+ THIS MINUTE.,A+,Rawalpindi,6,0.96,critical
REQ-2542,Liver disease patient requires A- transfusion within hours.,A-,Rawalpindi,3,20.14,medium
REQ-2543,Outpatient anemia treatment needs A- donors.,A-,Islamabad,1,34.02,low
REQ-2544,CRITICAL LIFE OR DEATH: Patient on ventilator needs O- THIS MINUTE.,O-,Islamabad,6,0.57,critical
REQ-2545,Patient scheduled for elective surgery next week needs B+ blood.,B+,Rawalpindi,1,71.16,low
REQ-2546,"Patient admitted with O+ blood shortage, transfusion needed today.",O+,Rawalpindi,2,17.01,medium
REQ-2547,Surgery in 12 hours needs 2 units of A+ blood.,A+,Rawalpindi,3,11.92,medium
REQ-2548,"Minor procedure planned, looking for B+ donors.",B+,Rawalpindi,1,37.67,low
REQ-2549,Surgery in 12 hours needs 2 units of B+ blood.,B+,Rawalpindi,4,16.2,medium
REQ-2550,PPH patient hemorrhaging — A+ blood CRITICAL EMERGENCY.,A+,Rawalpindi,3,5.25,urgent
REQ-2551,Routine pre-op prep requires O+ units by Friday.,O+,Rawalpindi,1,43.54,low
REQ-2552,"Minor procedure planned, looking for A+ donors.",A+,Rawalpindi,1,26.0,low
REQ-2553,"Minor procedure planned, looking for A+ donors.",A+,Rawalpindi,1,63.73,low
REQ-2554,Surgery in 12 hours needs 2 units of B- blood.,B-,Islamabad,3,19.88,medium
REQ-2555,PPH patient hemorrhaging — O+ blood CRITICAL EMERGENCY.,O+,Rawalpindi,3,5.26,urgent
REQ-2556,Routine pre-op prep requires A+ units by Friday.,A+,Rawalpindi,2,40.09,low
REQ-2557,Dengue fever patient needs O+ platelets urgently.,O+,Rawalpindi,3,14.67,medium
REQ-2558,"ICU patient BP crashing, massive transfusion needed: O+. CALL NOW.",O+,Rawalpindi,6,0.98,critical
REQ-2559,Surgery in 12 hours needs 2 units of O+ blood.,O+,Rawalpindi,4,16.64,medium
REQ-2560,Dengue fever patient needs A+ platelets urgently.,A+,Islamabad,4,20.74,medium
REQ-2561,Patient scheduled for elective surgery next week needs O+ blood.,O+,Rawalpindi,3,64.08,low
REQ-2562,Multi-organ failure: O+ needed IN THE NEXT HOUR.,O+,Rawalpindi,5,2.27,urgent
REQ-2563,URGENT: Accident victim at PIMS needs A+ blood immediately!,A+,Rawalpindi,4,5.26,urgent
REQ-2564,"MAYDAY MAYDAY — PICU child bleeding, needs O- now. Time = life.",O-,Rawalpindi,5,0.45,critical
REQ-2565,"Minor procedure planned, looking for A+ donors.",A+,Rawalpindi,3,64.38,low
REQ-2566,PPH patient hemorrhaging — A+ blood CRITICAL EMERGENCY.,A+,Rawalpindi,3,2.91,urgent
REQ-2567,Dengue fever patient needs O+ platelets urgently.,O+,Rawalpindi,3,22.01,medium
REQ-2568,Dengue fever patient needs B+ platelets urgently.,B+,Rawalpindi,2,14.36,medium
REQ-2569,"Minor procedure planned, looking for A+ donors.",A+,Islamabad,1,37.28,low
REQ-2570,Cancer patient undergoing chemo needs A- blood ASAP.,A-,Islamabad,2,9.43,medium
REQ-2571,"Patient admitted with B+ blood shortage, transfusion needed today.",B+,Rawalpindi,2,10.92,medium
REQ-2572,Emergency! RTA patient needs O+ — 3 units NOW.,O+,Islamabad,4,4.84,urgent
REQ-2573,Liver disease patient requires O+ transfusion within hours.,O+,Islamabad,4,20.17,medium
REQ-2574,Multi-organ failure: A+ needed IN THE NEXT HOUR.,A+,Rawalpindi,4,3.73,urgent
REQ-2575,Outpatient anemia treatment needs A+ donors.,A+,Islamabad,1,50.04,low
REQ-2576,Routine pre-op prep requires AB+ units by Friday.,AB+,Islamabad,1,64.13,low
REQ-2577,Multi-organ failure: O- needed IN THE NEXT HOUR.,O-,Rawalpindi,5,4.95,urgent
REQ-2578,Surgery in 12 hours needs 2 units of O+ blood.,O+,Islamabad,4,8.47,medium
REQ-2579,Multi-organ failure: A+ needed IN THE NEXT HOUR.,A+,Rawalpindi,5,2.95,urgent
REQ-2580,Liver disease patient requires O- transfusion within hours.,O-,Islamabad,3,7.95,medium
REQ-2581,Post-cardiac surgery critical bleed — B+ blood — SEND DONOR IMMEDIATELY.,B+,Islamabad,5,0.46,critical
REQ-2582,"Patient admitted with B+ blood shortage, transfusion needed today.",B+,Islamabad,2,15.44,medium
REQ-2583,"Patient admitted with O+ blood shortage, transfusion needed today.",O+,Rawalpindi,4,20.21,medium
REQ-2584,"Thalassemia follow-up, requires AB+ transfusion in 3 days.",AB+,Rawalpindi,2,60.54,low
REQ-2585,Emergency! RTA patient needs O- — 3 units NOW.,O-,Islamabad,4,4.29,urgent
REQ-2586,PPH patient hemorrhaging — B+ blood CRITICAL EMERGENCY.,B+,Islamabad,5,2.91,urgent
REQ-2587,Surgery in 12 hours needs 2 units of A+ blood.,A+,Rawalpindi,4,23.9,medium
REQ-2588,PPH patient hemorrhaging — O- blood CRITICAL EMERGENCY.,O-,Islamabad,5,3.53,urgent
REQ-2589,Emergency! RTA patient needs B+ — 3 units NOW.,B+,Rawalpindi,4,1.28,urgent
REQ-2590,URGENT: Accident victim at PIMS needs B- blood immediately!,B-,Rawalpindi,5,2.54,urgent
REQ-2591,"Minor procedure planned, looking for A+ donors.",A+,Rawalpindi,1,30.45,low
REQ-2592,Surgery in 12 hours needs 2 units of O+ blood.,O+,Islamabad,2,17.04,medium
REQ-2593,Liver disease patient requires A+ transfusion within hours.,A+,Rawalpindi,3,22.48,medium
REQ-2594,Dengue fever patient needs AB+ platelets urgently.,AB+,Islamabad,4,22.75,medium
REQ-2595,Patient scheduled for elective surgery next week needs O- blood.,O-,Rawalpindi,3,30.02,low
REQ-2596,Gunshot wound patient in ICU. Needs O+ emergency transfusion!,O+,Rawalpindi,3,5.44,urgent
REQ-2597,Liver disease patient requires A+ transfusion within hours.,A+,Islamabad,2,22.04,medium
REQ-2598,Gunshot wound patient in ICU. Needs O+ emergency transfusion!,O+,Islamabad,5,3.17,urgent
REQ-2599,Emergency! RTA patient needs B- — 3 units NOW.,B-,Islamabad,4,5.96,urgent
REQ-2600,Cancer patient undergoing chemo needs O+ blood ASAP.,O+,Islamabad,2,15.48,medium
REQ-2601,Surgery in 12 hours needs 2 units of O+ blood.,O+,Rawalpindi,3,15.3,medium
REQ-2602,Routine pre-op prep requires A+ units by Friday.,A+,Rawalpindi,1,25.2,low
REQ-2603,Dengue fever patient needs AB+ platelets urgently.,AB+,Rawalpindi,2,22.67,medium
REQ-2604,Liver disease patient requires O- transfusion within hours.,O-,Islamabad,2,9.59,medium
REQ-2605,"Thalassemia follow-up, requires A+ transfusion in 3 days.",A+,Rawalpindi,1,65.69,low
REQ-2606,URGENT: Accident victim at PIMS needs A+ blood immediately!,A+,Islamabad,5,1.08,urgent
REQ-2607,Patient scheduled for elective surgery next week needs B+ blood.,B+,Rawalpindi,3,65.23,low
REQ-2608,"ICU patient BP crashing, massive transfusion needed: A+. CALL NOW.",A+,Islamabad,5,0.77,critical
REQ-2609,CRITICAL LIFE OR DEATH: Patient on ventilator needs O+ THIS MINUTE.,O+,Islamabad,5,0.51,critical
REQ-2610,"Patient admitted with O+ blood shortage, transfusion needed today.",O+,Islamabad,2,17.33,medium
REQ-2611,Routine pre-op prep requires O+ units by Friday.,O+,Islamabad,2,64.17,low
REQ-2612,Dengue fever patient needs A+ platelets urgently.,A+,Rawalpindi,4,23.38,medium
REQ-2613,Liver disease patient requires A+ transfusion within hours.,A+,Rawalpindi,3,7.28,medium
REQ-2614,Patient scheduled for elective surgery next week needs O- blood.,O-,Rawalpindi,1,63.75,low
REQ-2615,"Minor procedure planned, looking for B+ donors.",B+,Rawalpindi,1,47.32,low
REQ-2616,CRITICAL LIFE OR DEATH: Patient on ventilator needs O+ THIS MINUTE.,O+,Islamabad,6,0.12,critical
REQ-2617,"Minor procedure planned, looking for A+ donors.",A+,Rawalpindi,2,49.06,low
REQ-2618,Patient scheduled for elective surgery next week needs B+ blood.,B+,Rawalpindi,1,37.37,low
REQ-2619,Multi-organ failure: A+ needed IN THE NEXT HOUR.,A+,Rawalpindi,3,5.02,urgent
REQ-2620,Gunshot wound patient in ICU. Needs A+ emergency transfusion!,A+,Islamabad,5,3.14,urgent
REQ-2621,PPH patient hemorrhaging — B+ blood CRITICAL EMERGENCY.,B+,Rawalpindi,5,4.8,urgent
REQ-2622,"Patient admitted with A+ blood shortage, transfusion needed today.",A+,Islamabad,2,10.04,medium
REQ-2623,Emergency! RTA patient needs AB+ — 3 units NOW.,AB+,Islamabad,4,4.93,urgent
REQ-2624,"Thalassemia follow-up, requires B+ transfusion in 3 days.",B+,Islamabad,1,71.46,low
REQ-2625,Routine pre-op prep requires B+ units by Friday.,B+,Islamabad,1,59.03,low
REQ-2626,Dengue fever patient needs A+ platelets urgently.,A+,Islamabad,3,15.07,medium
REQ-2627,Liver disease patient requires B+ transfusion within hours.,B+,Islamabad,4,11.12,medium
REQ-2628,Surgery in 12 hours needs 2 units of O+ blood.,O+,Islamabad,3,19.18,medium
REQ-2629,Liver disease patient requires B+ transfusion within hours.,B+,Rawalpindi,4,8.23,medium
REQ-2630,PPH patient hemorrhaging — B+ blood CRITICAL EMERGENCY.,B+,Islamabad,5,4.69,urgent
REQ-2631,"Patient admitted with O+ blood shortage, transfusion needed today.",O+,Islamabad,2,6.41,medium
REQ-2632,Dengue fever patient needs A+ platelets urgently.,A+,Islamabad,4,20.74,medium
REQ-2633,Dengue fever patient needs A+ platelets urgently.,A+,Rawalpindi,3,13.56,medium
REQ-2634,Gunshot wound patient in ICU. Needs O+ emergency transfusion!,O+,Islamabad,4,5.6,urgent
REQ-2635,"Thalassemia follow-up, requires O+ transfusion in 3 days.",O+,Islamabad,1,46.46,low
REQ-2636,Patient scheduled for elective surgery next week needs A+ blood.,A+,Islamabad,3,27.29,low
REQ-2637,PPH patient hemorrhaging — B+ blood CRITICAL EMERGENCY.,B+,Rawalpindi,4,1.8,urgent
REQ-2638,"Thalassemia follow-up, requires A+ transfusion in 3 days.",A+,Islamabad,3,33.84,low
REQ-2639,URGENT: Accident victim at PIMS needs A+ blood immediately!,A+,Rawalpindi,3,1.35,urgent
REQ-2640,Routine pre-op prep requires B- units by Friday.,B-,Islamabad,1,50.11,low
REQ-2641,Dengue fever patient needs A+ platelets urgently.,A+,Rawalpindi,3,20.05,medium
REQ-2642,"Patient admitted with B+ blood shortage, transfusion needed today.",B+,Islamabad,3,19.3,medium
REQ-2643,Outpatient anemia treatment needs A+ donors.,A+,Islamabad,1,49.69,low
REQ-2644,Cancer patient undergoing chemo needs A+ blood ASAP.,A+,Islamabad,4,8.3,medium
REQ-2645,Gunshot wound patient in ICU. Needs A+ emergency transfusion!,A+,Islamabad,5,2.69,urgent
REQ-2646,Patient scheduled for elective surgery next week needs AB+ blood.,AB+,Rawalpindi,3,69.29,low
REQ-2647,Cancer patient undergoing chemo needs AB+ blood ASAP.,AB+,Islamabad,4,14.74,medium
REQ-2648,Outpatient anemia treatment needs B+ donors.,B+,Islamabad,3,40.56,low
REQ-2649,Gunshot wound patient in ICU. Needs O+ emergency transfusion!,O+,Rawalpindi,5,2.5,urgent
REQ-2650,Gunshot wound patient in ICU. Needs O+ emergency transfusion!,O+,Rawalpindi,5,2.66,urgent
REQ-2651,Dengue fever patient needs A+ platelets urgently.,A+,Rawalpindi,4,22.0,medium
REQ-2652,Emergency! RTA patient needs B+ — 3 units NOW.,B+,Rawalpindi,5,4.84,urgent
REQ-2653,"Minor procedure planned, looking for A+ donors.",A+,Rawalpindi,1,28.98,low
REQ-2654,Dengue fever patient needs O+ platelets urgently.,O+,Rawalpindi,2,13.4,medium
REQ-2655,Post-cardiac surgery critical bleed — B- blood — SEND DONOR IMMEDIATELY.,B-,Islamabad,5,0.14,critical
REQ-2656,"Minor procedure planned, looking for A+ donors.",A+,Rawalpindi,2,50.82,low
REQ-2657,Post-cardiac surgery critical bleed — B+ blood — SEND DONOR IMMEDIATELY.,B+,Rawalpindi,7,0.99,critical
REQ-2658,Dengue fever patient needs A+ platelets urgently.,A+,Islamabad,3,19.69,medium
REQ-2659,CODE RED at Holy Family — B+ O- NEEDED NOW OR PATIENT DIES.,B+,Rawalpindi,5,0.95,critical
REQ-2660,"Patient admitted with B+ blood shortage, transfusion needed today.",B+,Islamabad,3,10.27,medium
REQ-2661,Patient scheduled for elective surgery next week needs O+ blood.,O+,Rawalpindi,3,55.24,low
REQ-2662,Routine pre-op prep requires A+ units by Friday.,A+,Islamabad,3,36.05,low
REQ-2663,Outpatient anemia treatment needs AB+ donors.,AB+,Rawalpindi,3,28.0,low
REQ-2664,Surgery in 12 hours needs 2 units of O+ blood.,O+,Rawalpindi,3,15.07,medium
REQ-2665,"Patient admitted with O+ blood shortage, transfusion needed today.",O+,Islamabad,4,23.72,medium
REQ-2666,Multi-organ failure: B+ needed IN THE NEXT HOUR.,B+,Rawalpindi,5,4.53,urgent
REQ-2667,"Thalassemia follow-up, requires A+ transfusion in 3 days.",A+,Islamabad,1,57.04,low
REQ-2668,Multi-organ failure: A+ needed IN THE NEXT HOUR.,A+,Islamabad,3,5.41,urgent
REQ-2669,Dengue fever patient needs B+ platelets urgently.,B+,Rawalpindi,2,14.78,medium
REQ-2670,Patient scheduled for elective surgery next week needs O+ blood.,O+,Rawalpindi,1,69.48,low
REQ-2671,Gunshot wound patient in ICU. Needs B+ emergency transfusion!,B+,Islamabad,4,3.36,urgent
REQ-2672,Multi-organ failure: A+ needed IN THE NEXT HOUR.,A+,Rawalpindi,4,1.1,urgent
REQ-2673,Outpatient anemia treatment needs O+ donors.,O+,Rawalpindi,3,54.8,low
REQ-2674,"Minor procedure planned, looking for B+ donors.",B+,Islamabad,2,45.38,low
REQ-2675,Patient scheduled for elective surgery next week needs B+ blood.,B+,Rawalpindi,3,61.24,low
REQ-2676,"MAYDAY MAYDAY — PICU child bleeding, needs A+ now. Time = life.",A+,Islamabad,5,0.31,critical
REQ-2677,Outpatient anemia treatment needs A+ donors.,A+,Rawalpindi,2,45.04,low
REQ-2678,URGENT: Accident victim at PIMS needs A+ blood immediately!,A+,Islamabad,4,4.46,urgent
REQ-2679,Cancer patient undergoing chemo needs O+ blood ASAP.,O+,Islamabad,2,8.53,medium
REQ-2680,"Thalassemia follow-up, requires O+ transfusion in 3 days.",O+,Islamabad,2,34.82,low
REQ-2681,Outpatient anemia treatment needs A- donors.,A-,Rawalpindi,2,49.1,low
REQ-2682,"Thalassemia follow-up, requires O+ transfusion in 3 days.",O+,Rawalpindi,1,42.86,low
REQ-2683,Surgery in 12 hours needs 2 units of AB+ blood.,AB+,Rawalpindi,3,10.41,medium
REQ-2684,"Patient admitted with AB- blood shortage, transfusion needed today.",AB-,Islamabad,3,16.72,medium
REQ-2685,Emergency! RTA patient needs AB+ — 3 units NOW.,AB+,Rawalpindi,3,3.0,urgent
REQ-2686,CODE RED at Holy Family — O+ O- NEEDED NOW OR PATIENT DIES.,O+,Rawalpindi,5,0.7,critical
REQ-2687,"Thalassemia follow-up, requires A+ transfusion in 3 days.",A+,Rawalpindi,2,25.28,low
REQ-2688,"Patient admitted with O+ blood shortage, transfusion needed today.",O+,Rawalpindi,2,21.59,medium
REQ-2689,"ICU patient BP crashing, massive transfusion needed: B+. CALL NOW.",B+,Islamabad,5,0.79,critical
REQ-2690,Outpatient anemia treatment needs AB+ donors.,AB+,Rawalpindi,3,59.72,low
REQ-2691,Multi-organ failure: AB+ needed IN THE NEXT HOUR.,AB+,Rawalpindi,4,5.47,urgent
REQ-2692,Emergency! RTA patient needs B- — 3 units NOW.,B-,Islamabad,3,1.18,urgent
REQ-2693,Gunshot wound patient in ICU. Needs O+ emergency transfusion!,O+,Rawalpindi,3,2.37,urgent
REQ-2694,"Minor procedure planned, looking for B+ donors.",B+,Rawalpindi,1,46.48,low
REQ-2695,URGENT: Accident victim at PIMS needs O+ blood immediately!,O+,Rawalpindi,4,1.14,urgent
REQ-2696,"MAYDAY MAYDAY — PICU child bleeding, needs O+ now. Time = life.",O+,Islamabad,5,0.34,critical
REQ-2697,Outpatient anemia treatment needs O+ donors.,O+,Rawalpindi,1,63.33,low
REQ-2698,Emergency! RTA patient needs A+ — 3 units NOW.,A+,Rawalpindi,5,6.0,urgent
REQ-2699,"Patient admitted with A+ blood shortage, transfusion needed today.",A+,Islamabad,3,22.89,medium
REQ-2700,Post-cardiac surgery critical bleed — B+ blood — SEND DONOR IMMEDIATELY.,B+,Islamabad,7,0.55,critical
REQ-2701,"MAYDAY MAYDAY — PICU child bleeding, needs B+ now. Time = life.",B+,Rawalpindi,6,0.33,critical
REQ-2702,Surgery in 12 hours needs 2 units of O+ blood.,O+,Rawalpindi,3,13.95,medium
REQ-2703,Liver disease patient requires A+ transfusion within hours.,A+,Islamabad,3,11.37,medium
REQ-2704,Cancer patient undergoing chemo needs O+ blood ASAP.,O+,Islamabad,4,16.47,medium
REQ-2705,"Patient admitted with O+ blood shortage, transfusion needed today.",O+,Islamabad,2,19.49,medium
REQ-2706,Multi-organ failure: A+ needed IN THE NEXT HOUR.,A+,Islamabad,4,2.45,urgent
REQ-2707,Outpatient anemia treatment needs O+ donors.,O+,Islamabad,1,27.8,low
REQ-2708,Gunshot wound patient in ICU. Needs B+ emergency transfusion!,B+,Islamabad,4,4.37,urgent
REQ-2709,Patient scheduled for elective surgery next week needs O+ blood.,O+,Islamabad,1,48.52,low
REQ-2710,PPH patient hemorrhaging — AB+ blood CRITICAL EMERGENCY.,AB+,Rawalpindi,4,2.21,urgent
REQ-2711,Post-cardiac surgery critical bleed — O+ blood — SEND DONOR IMMEDIATELY.,O+,Islamabad,5,0.28,critical
REQ-2712,"ICU patient BP crashing, massive transfusion needed: O+. CALL NOW.",O+,Rawalpindi,7,0.49,critical
REQ-2713,Cancer patient undergoing chemo needs O+ blood ASAP.,O+,Islamabad,4,14.79,medium
REQ-2714,Patient scheduled for elective surgery next week needs O- blood.,O-,Rawalpindi,1,60.65,low
REQ-2715,Outpatient anemia treatment needs B+ donors.,B+,Islamabad,2,49.7,low
REQ-2716,Surgery in 12 hours needs 2 units of AB+ blood.,AB+,Islamabad,4,21.49,medium
REQ-2717,CRITICAL LIFE OR DEATH: Patient on ventilator needs A+ THIS MINUTE.,A+,Islamabad,7,0.99,critical
REQ-2718,Surgery in 12 hours needs 2 units of AB+ blood.,AB+,Rawalpindi,3,6.11,medium
REQ-2719,CRITICAL LIFE OR DEATH: Patient on ventilator needs B+ THIS MINUTE.,B+,Rawalpindi,7,0.27,critical
REQ-2720,PPH patient hemorrhaging — B+ blood CRITICAL EMERGENCY.,B+,Islamabad,5,3.32,urgent
REQ-2721,"ICU patient BP crashing, massive transfusion needed: O+. CALL NOW.",O+,Rawalpindi,5,0.49,critical
REQ-2722,Outpatient anemia treatment needs A+ donors.,A+,Rawalpindi,1,24.83,low
REQ-2723,Patient scheduled for elective surgery next week needs O+ blood.,O+,Islamabad,3,69.82,low
REQ-2724,Cancer patient undergoing chemo needs O+ blood ASAP.,O+,Rawalpindi,4,20.39,medium
REQ-2725,Emergency! RTA patient needs B+ — 3 units NOW.,B+,Rawalpindi,4,4.79,urgent
REQ-2726,"Thalassemia follow-up, requires O+ transfusion in 3 days.",O+,Islamabad,2,68.33,low
REQ-2727,URGENT: Accident victim at PIMS needs A+ blood immediately!,A+,Islamabad,5,5.16,urgent
REQ-2728,"MAYDAY MAYDAY — PICU child bleeding, needs O+ now. Time = life.",O+,Rawalpindi,5,0.26,critical
REQ-2729,Patient scheduled for elective surgery next week needs A- blood.,A-,Islamabad,1,53.6,low
REQ-2730,Cancer patient undergoing chemo needs B+ blood ASAP.,B+,Islamabad,2,12.52,medium
REQ-2731,"Patient admitted with A+ blood shortage, transfusion needed today.",A+,Rawalpindi,2,13.33,medium
REQ-2732,PPH patient hemorrhaging — B+ blood CRITICAL EMERGENCY.,B+,Rawalpindi,3,5.24,urgent
REQ-2733,Outpatient anemia treatment needs A+ donors.,A+,Rawalpindi,3,45.56,low
REQ-2734,Gunshot wound patient in ICU. Needs A+ emergency transfusion!,A+,Islamabad,4,5.99,urgent
REQ-2735,"MAYDAY MAYDAY — PICU child bleeding, needs O+ now. Time = life.",O+,Rawalpindi,7,0.39,critical
REQ-2736,Liver disease patient requires A+ transfusion within hours.,A+,Islamabad,2,22.21,medium
REQ-2737,Dengue fever patient needs O+ platelets urgently.,O+,Rawalpindi,2,23.81,medium
REQ-2738,CRITICAL LIFE OR DEATH: Patient on ventilator needs A+ THIS MINUTE.,A+,Rawalpindi,7,0.64,critical
REQ-2739,Emergency! RTA patient needs A+ — 3 units NOW.,A+,Rawalpindi,3,1.34,urgent
REQ-2740,Cancer patient undergoing chemo needs B- blood ASAP.,B-,Rawalpindi,3,8.92,medium
REQ-2741,Surgery in 12 hours needs 2 units of B+ blood.,B+,Rawalpindi,2,6.39,medium
REQ-2742,PPH patient hemorrhaging — O- blood CRITICAL EMERGENCY.,O-,Rawalpindi,3,4.73,urgent
REQ-2743,Surgery in 12 hours needs 2 units of O+ blood.,O+,Rawalpindi,4,10.09,medium
REQ-2744,Dengue fever patient needs O- platelets urgently.,O-,Rawalpindi,3,23.57,medium
REQ-2745,Multi-organ failure: O+ needed IN THE NEXT HOUR.,O+,Rawalpindi,4,4.5,urgent
REQ-2746,Surgery in 12 hours needs 2 units of O+ blood.,O+,Rawalpindi,2,6.6,medium
REQ-2747,"MAYDAY MAYDAY — PICU child bleeding, needs A+ now. Time = life.",A+,Rawalpindi,7,0.35,critical
REQ-2748,CRITICAL LIFE OR DEATH: Patient on ventilator needs B- THIS MINUTE.,B-,Rawalpindi,5,0.46,critical
REQ-2749,Emergency! RTA patient needs B+ — 3 units NOW.,B+,Rawalpindi,3,4.11,urgent
REQ-2750,"Minor procedure planned, looking for B+ donors.",B+,Rawalpindi,1,47.45,low
REQ-2751,Routine pre-op prep requires O+ units by Friday.,O+,Islamabad,2,60.73,low
REQ-2752,"Patient admitted with A- blood shortage, transfusion needed today.",A-,Rawalpindi,3,21.97,medium
REQ-2753,Liver disease patient requires A+ transfusion within hours.,A+,Rawalpindi,3,21.18,medium
REQ-2754,URGENT: Accident victim at PIMS needs AB+ blood immediately!,AB+,Islamabad,5,3.01,urgent
REQ-2755,"ICU patient BP crashing, massive transfusion needed: B+. CALL NOW.",B+,Islamabad,6,0.14,critical
REQ-2756,Patient scheduled for elective surgery next week needs A+ blood.,A+,Rawalpindi,2,55.49,low
REQ-2757,Dengue fever patient needs A+ platelets urgently.,A+,Rawalpindi,4,22.0,medium
REQ-2758,Liver disease patient requires O+ transfusion within hours.,O+,Rawalpindi,2,22.95,medium
REQ-2759,Post-cardiac surgery critical bleed — A- blood — SEND DONOR IMMEDIATELY.,A-,Islamabad,5,0.23,critical
REQ-2760,CRITICAL LIFE OR DEATH: Patient on ventilator needs O- THIS MINUTE.,O-,Rawalpindi,5,0.93,critical
REQ-2761,Dengue fever patient needs O+ platelets urgently.,O+,Rawalpindi,3,12.57,medium
REQ-2762,Dengue fever patient needs B+ platelets urgently.,B+,Rawalpindi,3,17.21,medium
REQ-2763,PPH patient hemorrhaging — B+ blood CRITICAL EMERGENCY.,B+,Islamabad,4,2.25,urgent
REQ-2764,Gunshot wound patient in ICU. Needs AB+ emergency transfusion!,AB+,Rawalpindi,5,2.55,urgent
REQ-2765,Routine pre-op prep requires A+ units by Friday.,A+,Islamabad,1,50.73,low
REQ-2766,CODE RED at Holy Family — O+ O- NEEDED NOW OR PATIENT DIES.,O+,Islamabad,5,0.53,critical
REQ-2767,Outpatient anemia treatment needs O+ donors.,O+,Islamabad,1,41.07,low
REQ-2768,CRITICAL LIFE OR DEATH: Patient on ventilator needs O+ THIS MINUTE.,O+,Rawalpindi,5,0.65,critical
REQ-2769,Outpatient anemia treatment needs A- donors.,A-,Rawalpindi,2,27.31,low
REQ-2770,Cancer patient undergoing chemo needs A+ blood ASAP.,A+,Rawalpindi,2,16.72,medium
REQ-2771,"Thalassemia follow-up, requires O+ transfusion in 3 days.",O+,Islamabad,3,26.9,low
REQ-2772,Liver disease patient requires A+ transfusion within hours.,A+,Rawalpindi,3,21.52,medium
REQ-2773,PPH patient hemorrhaging — AB+ blood CRITICAL EMERGENCY.,AB+,Rawalpindi,3,2.7,urgent
REQ-2774,"Minor procedure planned, looking for O+ donors.",O+,Islamabad,3,38.95,low
REQ-2775,Emergency! RTA patient needs A+ — 3 units NOW.,A+,Islamabad,5,3.5,urgent
REQ-2776,Patient scheduled for elective surgery next week needs AB+ blood.,AB+,Rawalpindi,3,46.9,low
REQ-2777,Patient scheduled for elective surgery next week needs O+ blood.,O+,Rawalpindi,2,50.3,low
REQ-2778,"Minor procedure planned, looking for O+ donors.",O+,Rawalpindi,2,38.1,low
REQ-2779,URGENT: Accident victim at PIMS needs O+ blood immediately!,O+,Islamabad,3,5.18,urgent
REQ-2780,Outpatient anemia treatment needs B+ donors.,B+,Islamabad,3,61.25,low
REQ-2781,"Thalassemia follow-up, requires B+ transfusion in 3 days.",B+,Rawalpindi,1,27.96,low
REQ-2782,URGENT: Accident victim at PIMS needs AB+ blood immediately!,AB+,Islamabad,3,2.06,urgent
REQ-2783,"Patient admitted with A+ blood shortage, transfusion needed today.",A+,Rawalpindi,3,19.0,medium
REQ-2784,"Thalassemia follow-up, requires A+ transfusion in 3 days.",A+,Islamabad,2,27.71,low
REQ-2785,Cancer patient undergoing chemo needs O- blood ASAP.,O-,Rawalpindi,2,15.95,medium
REQ-2786,Patient scheduled for elective surgery next week needs B+ blood.,B+,Rawalpindi,2,62.87,low
REQ-2787,Cancer patient undergoing chemo needs A+ blood ASAP.,A+,Islamabad,2,23.29,medium
REQ-2788,Liver disease patient requires B+ transfusion within hours.,B+,Islamabad,4,17.93,medium
REQ-2789,Surgery in 12 hours needs 2 units of B+ blood.,B+,Islamabad,2,14.62,medium
REQ-2790,"Minor procedure planned, looking for A+ donors.",A+,Rawalpindi,1,61.35,low
REQ-2791,Outpatient anemia treatment needs A+ donors.,A+,Rawalpindi,3,28.15,low
REQ-2792,Gunshot wound patient in ICU. Needs B+ emergency transfusion!,B+,Rawalpindi,4,5.95,urgent
REQ-2793,"Minor procedure planned, looking for O+ donors.",O+,Rawalpindi,3,64.71,low
REQ-2794,Liver disease patient requires O+ transfusion within hours.,O+,Rawalpindi,4,15.49,medium
REQ-2795,Emergency! RTA patient needs O+ — 3 units NOW.,O+,Islamabad,3,1.47,urgent
